	annotation network number	LQ-01-61-02_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
4170	12610x	6.261546888752341e-05	2.57	483.2378	{12610}	{nan}	0.0	non anotated	not interesting
8948	467x	0.0001311482595901788	2.58	155.1068	{467}	{nan}	0.0	non anotated	not interesting
3758	11999x	0.00022873402243529315	2.82	467.2423	{11999}	{nan}	0.0	non anotated	not interesting
390	645.0	0.0003032798858856709	2.84	355.245	{6308, 5190, 8184, 7993, 7354}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	332.2556	non anotated	not interesting
404	668.0	0.0003635080702089201	2.9	353.2301	{6184, 7240, 5066, 8119, 7928, 8122, 7165}	{'[M-2H2O+H]+', '[M+Na]+', '[M+H]+', '[M+NH4]+', '[M-H2O+NH4]+', '[M-H2O+H]+'}	330.2404	annotated	not interesting
405	671.0	0.0012741827463278043	2.9	203.1039	{946, 1549, 566, 1426}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	180.1147	non anotated	not interesting
6232	15724x	6.986171819958435e-05	2.93	766.291	{15724}	{nan}	0.0	non anotated	not interesting
411	680.0	0.00012717988631246724	2.93	195.1378	{731, 1317}	{'[M+Na]+', '[M-H2O+NH4]+'}	172.1475	non anotated	not interesting
428	714.0	7.24709222168066e-05	2.98	233.1529	{2636, 2638, 783, 2639, 1267, 1268}	{'[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	210.1625	annotated	not interesting
442	739.0	5.504620538992616e-05	3.04	155.1065	{459}	{'[M+2H]2+'}	308.1991	non anotated	not interesting
4168	12607x	0.00011783776012736042	3.06	483.2373	{12607}	{nan}	0.0	non anotated	not interesting
6231	15723x	0.0005788625403173406	3.08	766.2909	{15723}	{nan}	0.0	non anotated	not interesting
469	792.0	7.88861677197168e-05	3.09	351.2147	{7874, 4958, 8042}	{'[M+Na]+', '[M-2H2O+H]+', '[M+NH4]+'}	328.2251	annotated	not interesting
12779	947x	9.945654287061892e-05	3.09	181.1221	{947}	{nan}	0.0	non anotated	not interesting
4349	12877x	7.12861601036828e-05	3.09	489.3561	{12877}	{nan}	0.0	non anotated	not interesting
3295	11354x	4.918686370011402e-05	3.1	451.2466	{11354}	{nan}	0.0	non anotated	not interesting
477	802.0	0.00017597363639033155	3.12	379.0791	{8233, 1970, 8862}	{'[2M-2H2O+Na]+', '[2M-2H2O+H]+', '[M+NH4]+'}	196.0556	non anotated	not interesting
4576	1322x	5.677263374169222e-05	3.15	195.1379	{1322}	{nan}	0.0	non anotated	not interesting
489	819.0	4.131625216417127e-05	3.18	375.2142	{6449, 8787, 7427}	{'[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	352.2246	non anotated	not interesting
4261	1273x	9.272736324656364e-05	3.2	193.1588	{1273}	{nan}	0.0	non anotated	not interesting
2818	10726x	0.000291291940292287	3.2	436.1601	{10726}	{nan}	0.0	non anotated	not interesting
504	846.0	0.0001780852013875389	3.2	351.2149	{8038}	{'[M+ACN+K]+'}	271.2254	non anotated	not interesting
9184	4965x	0.0002554035614008637	3.21	293.2112	{4965}	{nan}	0.0	annotated	not interesting
10083	6065x	0.0004250265948951534	3.21	311.2218	{6065}	{nan}	0.0	annotated	not interesting
12959	9708x	2.9844390387348036e-05	3.21	409.2561	{9708}	{nan}	0.0	non anotated	not interesting
4347	12875x	5.379682788082318e-05	3.21	489.3209	{12875}	{nan}	0.0	non anotated	not interesting
505	847.0	0.001478117350482256	3.22	830.2838	{15847, 15799}	{'[M+Na]+', '[M+H]+'}	807.2944	non anotated	not interesting
510	852.0	0.00015335805941454214	3.23	249.147	{2473, 3121, 2963, 3123, 1176}	{'[M+Na]+', '[M-2H2O+H]+', '[M+NH4]+', '[M+H]+'}	226.1571	annotated	not interesting
3526	11667x	8.705281907747756e-05	3.23	457.3311	{11667}	{nan}	0.0	non anotated	not interesting
523	872.0	0.00018419576237846603	3.26	319.2272	{3849, 5194, 6620, 4246}	{'[M+Na]+', '[M-CO2+NH4]+', '[M-H2O+H]+', '[M+H]+'}	296.236	annotated	not interesting
4355	12887x	0.00013321862730122927	3.26	489.357	{12887}	{nan}	0.0	non anotated	not interesting
10801	6940x	5.570421073851071e-05	3.27	325.6959	{6940}	{nan}	0.0	non anotated	not interesting
529	883.0	0.00011381290332323171	3.27	309.2061	{5931}	{'[2M+H]+'}	154.1006	annotated	not interesting
546	912.0	0.0005834687786993829	3.32	337.2353	{7504, 5193, 4244, 6239}	{'[M+Na]+', '[M-2H2O+H]+', '[M-H2O+H]+', '[M-H2O+NH4]+'}	314.2458	annotated	not interesting
552	921.0	0.0002697471201767091	3.33	467.2428	{12003}	{'[M+H]+'}	466.2357	non anotated	not interesting
553	923.0	0.00025264672156489836	3.33	291.1954	{4858}	{'[2M-2H2O+2H]2+'}	308.1989	non anotated	not interesting
11043	724x	9.883123245190785e-05	3.34	172.0518	{724}	{nan}	0.0	non anotated	not interesting
10887	704x	0.0001516985928746572	3.34	169.549	{704}	{nan}	0.0	non anotated	not interesting
539	901.0	0.00017757562515977312	3.34	268.154	{3750}	{'[M+Na]+'}	245.1658	non anotated	not interesting
8023	3499x	0.0001456249549671467	3.34	261.0522	{3499}	{nan}	0.0	non anotated	not interesting
4307	12807x	0.00021863131003583734	3.35	487.3413	{12807}	{nan}	0.0	annotated	not interesting
562	944.0	0.00017989125089407177	3.36	383.1729	{741, 8969, 458, 8556, 8429, 8502}	{'[2M-H2O+K]+', '[2M+NH4]+', '[M+H]+', '[2M+Na]+', '[M-H2O+H]+', '[2M+K]+'}	172.1082	non anotated	not interesting
9181	4959x	6.0571020594950746e-05	3.36	293.2109	{4959}	{nan}	0.0	annotated	not interesting
2817	10725x	0.00019994822982700202	3.36	436.16	{10725}	{nan}	0.0	non anotated	not interesting
570	960.0	5.024346252539187e-05	3.37	311.2216	{6061}	{'[2M+Na]+'}	144.1155	annotated	not interesting
4012	12365x	5.273946924379475e-05	3.38	475.3416	{12365}	{nan}	0.0	non anotated	not interesting
600	1009.0	0.0005550744042656337	3.39	299.1829	{5288}	{'[2M-CO2+Na]+'}	160.0902	non anotated	not interesting
581	974.0	0.00043220846952294673	3.4	349.1988	{7009, 5925, 4861, 7217, 7954, 7797, 7957, 7802, 7803, 7005, 4863}	{'[M-H2O+Na]+', '[M-2H2O+H]+', '[M+Na]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	326.2096	non anotated	not interesting
2902	10832x	0.00012150331807185826	3.4	439.2481	{10832}	{nan}	0.0	non anotated	not interesting
593	995.0	0.001006713018493008	3.43	335.2201	{6456, 6188, 7421, 7167}	{'[M-H2O+Na]+', '[M+Na]+', '[M+NH4]+', '[2M+2H]2+'}	312.231	non anotated	not interesting
3764	12004x	8.021914126654624e-05	3.43	467.243	{12004}	{nan}	0.0	non anotated	not interesting
13134	9918x	0.00023681737288881732	3.43	414.1465	{9918}	{nan}	0.0	non anotated	not interesting
9262	5067x	0.000327122632098735	3.43	295.2268	{5067}	{nan}	0.0	annotated	not interesting
8531	4155x	7.478794407903264e-05	3.44	277.2162	{4155}	{nan}	0.0	annotated	not interesting
604	1014.0	8.726247479200501e-05	3.45	185.1012	{1034}	{'[M+HFA+K]+'}	100.1301	non anotated	not interesting
609	1020.0	8.075902414537722e-05	3.47	583.3668	{14751, 5937, 7279}	{'[M+Na]+', '[2M-2H2O+H]+', '[M-H2O+NH4]+'}	309.1867	non anotated	not interesting
612	1026.0	0.00013898034887968163	3.48	1009.6978	{13904, 16112, 13402, 12118}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[2M+H]+'}	504.3452	annotated	not interesting
613	1028.0	0.0004918119964888242	3.48	329.1729	{4730, 6851, 7077, 5815}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	306.1834	non anotated	not interesting
3901	12196x	0.00010720913659407402	3.49	471.2741	{12196}	{nan}	0.0	non anotated	not interesting
3301	11360x	0.0010010383759460919	3.53	451.248	{11360}	{nan}	0.0	non anotated	not interesting
629	1056.0	0.0003216172203508121	3.53	344.1715	{6289, 3554, 7783}	{'[M+HFA+H]+', '[M-2H2O+H]+', '[M+NH4]+'}	297.1594	annotated	not interesting
3342	11408x	0.0002657953999631508	3.53	452.2516	{11408}	{nan}	0.0	non anotated	not interesting
4017	12372x	0.00017109518445963055	3.54	475.3423	{12372}	{nan}	0.0	non anotated	not interesting
634	1067.0	0.0005202297722872333	3.55	351.2145	{7873, 8034, 4966, 7336, 8041, 6062, 7102}	{'[M-H2O+Na]+', '[M-2H2O+H]+', '[M+Na]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	328.225	annotated	not interesting
4316	12820x	0.0008577950854480395	3.55	487.3417	{12820}	{nan}	0.0	annotated	not interesting
3825	12092x	0.00016058480061223554	3.55	469.2586	{12092}	{nan}	0.0	non anotated	not interesting
637	1072.0	0.0002108609266703211	3.56	308.1257	{5846, 4558}	{'[M+Na]+', '[M+H]+'}	285.1365	non anotated	not interesting
11108	7332x	0.00010183615605730123	3.56	333.2041	{7332}	{nan}	0.0	non anotated	not interesting
4114	12521x	0.00011821638290457081	3.57	480.3109	{12521}	{nan}	0.0	non anotated	not interesting
3371	11444x	0.001251456525690484	3.57	453.2636	{11444}	{nan}	0.0	non anotated	not interesting
10792	6931x	0.0012661689301617575	3.58	325.6777	{6931}	{nan}	0.0	non anotated	not interesting
4348	12876x	0.0026032345760886914	3.58	489.3212	{12876}	{nan}	0.0	non anotated	not interesting
3590	11755x	0.0003751840952869552	3.58	459.3467	{11755}	{nan}	0.0	annotated	not interesting
10434	6491x	0.00016549621958170143	3.58	317.689	{6491}	{nan}	0.0	non anotated	not interesting
10211	6221x	0.00017376997299911438	3.58	314.1697	{6221}	{nan}	0.0	non anotated	not interesting
651	1093.0	0.00015949662668982955	3.58	305.1635	{5687}	{'[M+Na]+'}	282.1722	non anotated	not interesting
6285	15801x	0.0001542149512449909	3.59	808.3024	{15801}	{nan}	0.0	non anotated	not interesting
653	1096.0	0.0002827628336117552	3.59	317.1361	{4137, 5037, 6425}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	294.1468	non anotated	not interesting
3914	12207x	0.00012820165938593747	3.59	471.3107	{12207}	{nan}	0.0	non anotated	not interesting
659	1104.0	0.004300734194352669	3.59	310.2716	{6000, 4692}	{'[M+Na]+', '[M+H]+'}	287.2824	non anotated	not interesting
662	1111.0	0.00028771358278175394	3.6	353.2271	{8118, 7239}	{'[M+Na]+', '[M+H]+'}	330.2385	non anotated	not interesting
4614	13288x	0.00010769649617743024	3.6	501.3207	{13288}	{nan}	0.0	non anotated	not interesting
7644	2970x	0.002763042662801899	3.62	244.2635	{2970}	{nan}	0.0	non anotated	not interesting
4350	12878x	0.0001613547829559188	3.62	489.3564	{12878}	{nan}	0.0	non anotated	not interesting
3507	11634x	0.0004248470448897406	3.63	457.1657	{11634}	{nan}	0.0	non anotated	not interesting
8603	4250x	0.00011847366814081857	3.64	279.2321	{4250}	{nan}	0.0	non anotated	not interesting
681	1135.0	0.0015976910188165298	3.64	473.362	{3408, 12294}	{'[2M-CO2+K]+', '[M+NH4]+'}	239.1935	annotated	not interesting
676	1129.0	0.0009228393041085948	3.64	373.2128	{8737, 7347, 8051, 8600, 6298}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	350.2233	non anotated	not interesting
2928	10864x	0.00015233974421713793	3.65	439.3217	{10864}	{nan}	0.0	non anotated	not interesting
683	1138.0	0.00034787378174506127	3.65	333.2039	{4963, 7331, 6063}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	310.2145	annotated	not interesting
689	1151.0	7.014430956273162e-05	3.65	306.1905	{5757, 4070}	{'[M+Na]+', '[2M-H2O+2H]2+'}	283.1999	annotated	not interesting
2397	10198x	0.00012867606030662743	3.66	423.2536	{10198}	{nan}	0.0	non anotated	not interesting
9778	5688x	6.772323535358233e-05	3.66	305.1639	{5688}	{nan}	0.0	non anotated	not interesting
13043	980x	9.92885930765607e-05	3.66	183.0801	{980}	{nan}	0.0	annotated	not interesting
705	1179.0	9.424709140499187e-05	3.68	355.2461	{8185, 5654}	{'[M+NH4]+', '[M+HFA+Na]+'}	286.2511	non anotated	not interesting
708	1185.0	0.00014712909756553407	3.68	367.2095	{8560, 7844, 7004, 8428}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	344.2197	non anotated	not interesting
4515	13149x	0.00017402784850234192	3.68	497.29	{13149}	{nan}	0.0	non anotated	not interesting
707	1183.0	0.00018783729101470859	3.68	341.2097	{7659, 7663, 6611, 5434, 5435}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	318.2198	annotated	not interesting
6346	15880x	0.00013565777372705768	3.69	850.3124	{15880}	{nan}	0.0	non anotated	not interesting
728	1215.0	0.00023081584383752591	3.7	485.3257	{12717}	{'[2M+H]+'}	242.1567	non anotated	not interesting
714	1193.0	0.011243417989917787	3.7	310.2714	{4690, 5999}	{'[M+Na]+', '[M+H]+'}	287.2822	non anotated	not interesting
7642	2968x	0.007116718781692995	3.71	244.2634	{2968}	{nan}	0.0	non anotated	not interesting
11077	7294x	5.5797858060056156e-05	3.71	332.3156	{7294}	{nan}	0.0	non anotated	not interesting
733	1223.0	0.00022008566926597176	3.72	469.331	{12111}	{'[2M-CO2+Na]+'}	245.1663	annotated	not interesting
5406	14455x	0.00024093952118049085	3.74	561.184	{14455}	{nan}	0.0	non anotated	not interesting
3280	11333x	0.0008765689663007872	3.74	450.176	{11333}	{nan}	0.0	non anotated	not interesting
9754	5655x	0.00016701380226617828	3.77	304.2847	{5655}	{nan}	0.0	non anotated	not interesting
10745	6870x	9.785944159549583e-05	3.78	324.6881	{6870}	{nan}	0.0	non anotated	not interesting
2616	10477x	0.0004272461452593372	3.78	428.163	{10477}	{nan}	0.0	non anotated	not interesting
6723	1848x	0.00012559100900530018	3.78	209.19	{1848}	{nan}	0.0	annotated	not interesting
3525	11664x	0.00028601355108559827	3.78	457.3309	{11664}	{nan}	0.0	non anotated	not interesting
8865	4572x	8.840172773961604e-05	3.8	286.2741	{4572}	{nan}	0.0	non anotated	not interesting
4251	12719x	8.396713145997353e-05	3.8	485.326	{12719}	{nan}	0.0	non anotated	not interesting
2404	10204x	0.00011225151529353127	3.8	423.3257	{10204}	{nan}	0.0	non anotated	not interesting
2997	10959x	0.00027843531846031167	3.81	441.2635	{10959}	{nan}	0.0	non anotated	not interesting
7266	2507x	0.0001119114587188125	3.81	228.2686	{2507}	{nan}	0.0	non anotated	not interesting
767	1273.0	0.0004211979809303517	3.81	435.253	{10690, 4307}	{'[M+ACN+Na]+', '[2M+H]+'}	217.1222	non anotated	not interesting
4510	13140x	0.000130617745629793	3.82	497.2892	{13140}	{nan}	0.0	non anotated	not interesting
769	1275.0	0.00424081958412957	3.82	310.2716	{6001, 4691}	{'[M+Na]+', '[M+H]+'}	287.2824	annotated	not interesting
777	1284.0	0.0002471601355659691	3.83	475.2449	{12353, 11443}	{'[M+Na]+', '[M+H]+'}	452.2559	non anotated	not interesting
7428	2708x	6.009767252635592e-05	3.83	235.1692	{2708}	{nan}	0.0	annotated	not interesting
3104	11097x	8.143405513798167e-05	3.83	443.3519	{11097}	{nan}	0.0	non anotated	not interesting
11428	7757x	6.772505429686402e-05	3.83	343.2477	{7757}	{nan}	0.0	non anotated	not interesting
7643	2969x	0.0047884257505564	3.84	244.2635	{2969}	{nan}	0.0	non anotated	not interesting
11452	7782x	7.120387437492564e-05	3.84	344.1713	{7782}	{nan}	0.0	non anotated	not interesting
10791	6930x	0.00031325418381984255	3.84	325.6777	{6930}	{nan}	0.0	non anotated	not interesting
4308	12808x	0.00031725100294243124	3.84	487.3413	{12808}	{nan}	0.0	annotated	not interesting
3320	11383x	5.2187925452394934e-05	3.84	451.3208	{11383}	{nan}	0.0	non anotated	not interesting
3841	12112x	0.0002092749295311122	3.85	469.3311	{12112}	{nan}	0.0	annotated	not interesting
11078	7295x	0.00016554462356718956	3.85	332.3159	{7295}	{nan}	0.0	non anotated	not interesting
4346	12874x	0.0005325538351558467	3.85	489.3208	{12874}	{nan}	0.0	non anotated	not interesting
2840	10751x	0.0007363543942841079	3.86	437.2686	{10751}	{nan}	0.0	non anotated	not interesting
3763	12001x	0.00016446665372821077	3.86	467.2426	{12001}	{nan}	0.0	non anotated	not interesting
791	1306.0	0.0006263916538567308	3.86	331.1883	{7206, 5927, 7207, 6956, 5933, 6171, 4862}	{'[2M-2H2O+2H]2+', '[M-H2O+Na]+', '[M+Na]+', '[M+H]+', '[M+NH4]+'}	308.1993	annotated	not interesting
9755	5656x	0.00024429285301042343	3.87	304.2847	{5656}	{nan}	0.0	non anotated	not interesting
2921	10856x	0.00016591232640527384	3.88	439.321	{10856}	{nan}	0.0	non anotated	not interesting
11839	8290x	0.0008514658744971517	3.88	358.1284	{8290}	{nan}	0.0	non anotated	not interesting
808	1337.0	7.195362856225184e-05	3.89	307.1901	{5809, 4515, 3719}	{'[M+Na]+', '[2M-2H2O+2H]2+', '[M+H]+'}	284.1997	non anotated	not interesting
4256	12729x	0.00013468797345184345	3.89	485.3262	{12729}	{nan}	0.0	non anotated	not interesting
834	1383.0	9.61695449089719e-05	3.89	297.2427	{5196}	{'[M-H2O+H]+'}	0.0	non anotated	not interesting
813	1350.0	0.00027934512500440967	3.9	540.3902	{13401, 14138, 12827}	{'[M+NH4]+', '[M-2H2O+H]+', '[M-H2O+H]+'}	522.3558	annotated	not interesting
812	1349.0	8.854869793814787e-05	3.9	467.2789	{12007}	{'[M+H]+'}	466.272	non anotated	not interesting
815	1354.0	0.00030662753691920936	3.9	453.1674	{11423, 10625, 9946, 10743}	{'[M+K]+', '[M+Na]+', '[M+NH4]+', '[M+H]+'}	414.2044	annotated	not interesting
4469	13063x	0.00010629728714014517	3.9	495.2739	{13063}	{nan}	0.0	non anotated	not interesting
7267	2508x	0.00021099909519278905	3.91	228.2687	{2508}	{nan}	0.0	non anotated	not interesting
819	1361.0	0.0005247068845345833	3.91	383.241	{7758, 8976, 8856, 8412, 6910}	{'[M+Na]+', '[M-2H2O+H]+', '[M+H]+', '[M+NH4]+', '[M-H2O+H]+'}	360.2515	non anotated	not interesting
2910	10841x	0.00020241347358866031	3.92	439.284	{10841}	{nan}	0.0	non anotated	not interesting
3927	12226x	0.0006124083337627642	3.92	471.347	{12226}	{nan}	0.0	annotated	not interesting
5402	14448x	0.00024516835290275285	3.92	560.177	{14448}	{nan}	0.0	non anotated	not interesting
9335	5156x	0.0001415293289198027	3.93	297.1668	{5156}	{nan}	0.0	non anotated	not interesting
9828	5749x	0.00015421304648275118	3.93	306.1724	{5749}	{nan}	0.0	non anotated	not interesting
827	1372.0	0.0001320255344697382	3.93	286.2743	{4420, 4574}	{'[M+K]+', '[M+ACN+H]+'}	244.2416	annotated	not interesting
3965	12286x	0.0022180493696760356	3.93	473.3263	{12286}	{nan}	0.0	non anotated	not interesting
833	1382.0	0.0008461628908329716	3.94	872.2946	{15881, 15917}	{'[M+Na]+', '[M+H]+'}	849.3053	non anotated	not interesting
3014	10982x	0.0005996174785566932	3.94	441.3367	{10982}	{nan}	0.0	non anotated	not interesting
843	1397.0	0.00011849930917096904	3.95	993.4964	{13137, 16106, 13731}	{'[M+Na]+', '[M+H]+', '[2M+H]+'}	496.2452	non anotated	not interesting
10429	6487x	0.0007548247690656868	3.95	317.6804	{6487}	{nan}	0.0	non anotated	not interesting
9996	5959x	0.00017542479275639247	3.95	309.692	{5959}	{nan}	0.0	non anotated	not interesting
4590	13255x	0.0002638266712024714	3.96	500.2645	{13255}	{nan}	0.0	non anotated	not interesting
11190	7449x	0.00015643640637141452	3.96	336.1746	{7449}	{nan}	0.0	non anotated	not interesting
11234	7510x	8.661799953475863e-05	3.96	337.2358	{7510}	{nan}	0.0	non anotated	not interesting
4301	12800x	7.991624639381044e-05	3.97	487.3054	{12800}	{nan}	0.0	non anotated	not interesting
10357	6395x	5.0436764495546596e-05	3.97	316.6903	{6395}	{nan}	0.0	non anotated	not interesting
9798	5712x	8.985784939810856e-05	3.98	305.1828	{5712}	{nan}	0.0	non anotated	not interesting
