	annotation network number	LQ-01-61-74_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
16	21.0	0.00026253055794419217	0.38	147.984	{347, 220}	{'[2M+H]+', '[M+ACN+Na]+'}	73.4878	non anotated	not interesting
15	19.0	9.890708800329503e-05	0.38	189.0345	{150, 1111}	{'[2M-CO2+NH4]+', '[M+Na]+'}	107.4968	non anotated	not interesting
13	16.0	0.0006975981854612989	0.38	136.5	{202}	{'[M+NH4]+'}	118.4668	non anotated	not interesting
2639	1049x	0.00010803610179547656	0.39	185.9724	{1049}	{nan}	0.0	non anotated	not interesting
10670	677x	8.110744852306505e-05	0.39	168.4969	{677}	{nan}	0.0	non anotated	not interesting
7198	241x	0.0010959902096279363	0.39	140.0102	{241}	{nan}	0.0	non anotated	not interesting
10402	645x	0.0006213405890320195	0.4	166.4892	{645}	{nan}	0.0	non anotated	not interesting
7549	2851x	0.0003956196438870474	0.4	239.9576	{2851}	{nan}	0.0	non anotated	not interesting
6996	2160x	0.0027159640624299223	0.4	219.0101	{2160}	{nan}	0.0	non anotated	not interesting
3435	1153x	0.00026792603634109635	0.43	190.4984	{1153}	{nan}	0.0	non anotated	not interesting
8791	448x	0.00010236172604196351	0.49	153.9931	{448}	{nan}	0.0	non anotated	not interesting
8283	383x	4.786773490278147e-05	0.51	149.5259	{383}	{nan}	0.0	non anotated	not interesting
10658	6768x	7.80834971780581e-05	0.54	322.9868	{6768}	{nan}	0.0	non anotated	not interesting
8004	346x	0.00012035134238468058	0.59	147.5066	{346}	{nan}	0.0	non anotated	not interesting
7051	223x	0.0005709086918440409	0.61	138.0585	{223}	{nan}	0.0	non anotated	not interesting
7703	3043x	7.061025223038152e-05	0.66	247.005	{3043}	{nan}	0.0	non anotated	not interesting
9765	5666x	0.0002601232682450605	0.76	305.0206	{5666}	{nan}	0.0	non anotated	not interesting
26	33.0	0.0002245097500629681	0.82	235.058	{2681, 1934}	{'[M+Na]+', '[M+H]+'}	212.0687	non anotated	not interesting
7999	345x	0.00010533318174044396	0.83	147.5066	{345}	{nan}	0.0	non anotated	not interesting
9071	4823x	0.00014179320442372196	1.05	291.0863	{4823}	{nan}	0.0	annotated	not interesting
48	73.0	0.00029461898839026516	1.14	423.199	{1509, 618, 10190, 2807, 2329, 986, 2140}	{'[M+NH4]+', '[2M+Na]+', '[M+Na]+', '[2M+2H]2+', '[M+K]+', '[2M-2H2O+2H]2+', '[M-2H2O+H]+'}	200.1049	non anotated	not interesting
5727	148x	0.0003554013642996443	1.16	130.1591	{148}	{nan}	0.0	non anotated	not interesting
10676	678x	0.00019269123324953323	1.18	169.0496	{678}	{nan}	0.0	non anotated	not interesting
2456	1026x	0.00010413005746457223	1.2	185.0807	{1026}	{nan}	0.0	annotated	not interesting
61	93.0	0.00011400726579858514	1.22	219.0628	{2161, 1382}	{'[2M+2H]2+', '[M+Na]+'}	196.0736	non anotated	not interesting
9070	4822x	0.00043288401225778514	1.29	291.0863	{4822}	{nan}	0.0	annotated	not interesting
8523	413x	0.0005442312804507397	1.44	153.0547	{413}	{nan}	0.0	annotated	not interesting
100	163.0	0.0006067519897236057	1.49	205.0837	{617, 1618, 988}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	182.0943	non anotated	not interesting
3886	12178x	0.0001732355646379513	1.5	471.1494	{12178}	{nan}	0.0	non anotated	not interesting
7262	2500x	0.00030750112033521646	1.51	228.1594	{2500}	{nan}	0.0	non anotated	not interesting
112	180.0	0.00026737817080554373	1.55	183.0653	{977, 455}	{'[2M+H]+', '[M+HFA+NH4]+'}	91.0301	annotated	not interesting
115	184.0	0.00013198545057264486	1.57	194.1152	{1293, 727}	{'[M+Na]+', '[M+H]+'}	171.1259	non anotated	not interesting
11726	814x	7.294205491612232e-05	1.61	177.0545	{814}	{nan}	0.0	non anotated	not interesting
153	246.0	4.2309083447014257e-05	1.72	302.1963	{3706, 5491}	{'[M+NH4]+', '[M-H2O+H]+'}	284.1621	annotated	not interesting
160	260.0	0.0001237891230222551	1.75	469.1102	{12073, 11247}	{'[M+Na]+', '[M+H]+'}	446.121	non anotated	not interesting
12251	881x	0.0004747823477491711	1.84	179.0702	{881}	{nan}	0.0	annotated	not interesting
6682	1791x	0.000218447726811502	1.87	209.0809	{1791}	{nan}	0.0	annotated	not interesting
189	312.0	0.00021111232671582232	1.9	307.1517	{3704, 5492, 5797}	{'[M+NH4]+', '[M-H2O+H]+', '[M+Na]+'}	284.1618	non anotated	not interesting
201	336.0	0.0004963549599097535	1.95	415.1637	{711, 431, 9937, 1874, 1687, 1115}	{'[M+NH4]+', '[2M+K]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	188.1041	annotated	not interesting
5978	15323x	0.0002221433215710748	2.0	651.1921	{15323}	{nan}	0.0	non anotated	not interesting
10480	6549x	0.00010380956588703071	2.01	318.2429	{6549}	{nan}	0.0	non anotated	not interesting
8223	3767x	0.00015404120105431618	2.02	269.136	{3767}	{nan}	0.0	non anotated	not interesting
220	366.0	6.628009919032519e-05	2.07	443.1682	{11066, 3110}	{'[2M+K]+', '[M+HFA+H]+'}	202.1006	non anotated	not interesting
7004	2171x	7.757548997983317e-05	2.11	219.1015	{2171}	{nan}	0.0	non anotated	not interesting
236	395.0	0.00014584859598861397	2.16	195.0996	{743, 1308, 1150, 463}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	172.11	non anotated	not interesting
7887	32x	6.893162216243574e-05	2.16	109.1012	{32}	{nan}	0.0	non anotated	not interesting
7811	3199x	0.00011951617567233247	2.19	251.1625	{3199}	{nan}	0.0	non anotated	not interesting
11919	8396x	0.0007258953465927711	2.39	361.1647	{8396}	{nan}	0.0	annotated	not interesting
8054	3544x	0.00017717889314582095	2.4	261.5993	{3544}	{nan}	0.0	non anotated	not interesting
8613	4264x	9.189901775651345e-05	2.4	280.093	{4264}	{nan}	0.0	non anotated	not interesting
12452	9085x	6.875927590608819e-05	2.41	387.1442	{9085}	{nan}	0.0	non anotated	not interesting
11171	7429x	6.115603873092517e-05	2.43	335.2219	{7429}	{nan}	0.0	non anotated	not interesting
3085	11069x	0.00016561941072800362	2.46	443.17	{11069}	{nan}	0.0	non anotated	not interesting
8709	4392x	0.00011571957047736738	2.5	283.133	{4392}	{nan}	0.0	non anotated	not interesting
8304	3861x	0.00021501881123771799	2.52	271.0597	{3861}	{nan}	0.0	annotated	not interesting
6684	1793x	7.497896217353029e-05	2.54	209.0809	{1793}	{nan}	0.0	non anotated	not interesting
8130	3649x	5.2878739004617874e-05	2.58	265.1222	{3649}	{nan}	0.0	non anotated	not interesting
8948	467x	0.00029016555699227706	2.58	155.1068	{467}	{nan}	0.0	non anotated	not interesting
10478	6547x	0.00018902388726836034	2.59	318.2428	{6547}	{nan}	0.0	non anotated	not interesting
9525	5393x	0.00022647533681041183	2.62	301.0708	{5393}	{nan}	0.0	annotated	not interesting
354	589.0	0.00017679106382984975	2.69	279.122	{4217, 1950}	{'[M-CO2+H]+', '[M+Na]+'}	256.1311	non anotated	not interesting
7814	3200x	0.00015183284706128206	2.7	251.1626	{3200}	{nan}	0.0	non anotated	not interesting
8645	4301x	7.259334135441515e-05	2.74	281.1173	{4301}	{nan}	0.0	non anotated	not interesting
11113	7341x	0.0002409492950736932	2.82	333.2052	{7341}	{nan}	0.0	non anotated	not interesting
390	645.0	0.00027188639641258255	2.84	355.245	{6308, 5190, 8184, 7993, 7354}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	332.2556	non anotated	not interesting
11405	7722x	7.63774585223437e-05	2.88	343.1538	{7722}	{nan}	0.0	non anotated	not interesting
402	666.0	7.729876295619887e-05	2.89	331.1882	{5923, 7205}	{'[2M+2H]2+', '[M+Na]+'}	308.1986	non anotated	not interesting
405	671.0	0.0001069703917499798	2.9	203.1039	{946, 1549, 566, 1426}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	180.1147	non anotated	not interesting
404	668.0	0.0002989293002998559	2.9	353.2301	{6184, 7240, 5066, 8119, 7928, 8122, 7165}	{'[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[M-H2O+NH4]+', '[M-2H2O+H]+'}	330.2404	annotated	not interesting
11543	7894x	0.00012717521566807857	2.91	347.183	{7894}	{nan}	0.0	non anotated	not interesting
6579	1674x	8.209627059949421e-05	2.93	205.6143	{1674}	{nan}	0.0	non anotated	not interesting
411	680.0	0.00015676152396449717	2.93	195.1378	{731, 1317}	{'[M-H2O+NH4]+', '[M+Na]+'}	172.1475	non anotated	not interesting
414	686.0	3.9156318820828064e-05	2.94	213.1483	{1952}	{'[M+Na]+'}	190.158	non anotated	not interesting
3080	11063x	0.00018690078870097678	2.98	443.1492	{11063}	{nan}	0.0	non anotated	not interesting
443	740.0	9.395846853429896e-05	2.99	331.1889	{7214}	{'[2M+Na]+'}	154.0995	non anotated	not interesting
442	739.0	6.744426464959067e-05	3.04	155.1065	{459}	{'[M+2H]2+'}	308.1991	non anotated	not interesting
452	757.0	0.00013397863538137085	3.04	527.3337	{13784, 13900, 12813, 12113, 13400}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	504.3447	annotated	not interesting
10163	6159x	0.00015255655167300468	3.05	313.1793	{6159}	{nan}	0.0	non anotated	not interesting
8708	4391x	0.0004305990956542422	3.07	283.1327	{4391}	{nan}	0.0	non anotated	not interesting
8129	3648x	0.0001678261073062617	3.07	265.1221	{3648}	{nan}	0.0	non anotated	not interesting
468	791.0	0.00011846541298180205	3.08	854.2461	{15849, 15889}	{'[M+Na]+', '[M+H]+'}	831.2572	non anotated	not interesting
3081	11064x	0.0002605309233805063	3.08	443.1492	{11064}	{nan}	0.0	non anotated	not interesting
469	792.0	6.993418585328977e-05	3.09	351.2147	{7874, 4958, 8042}	{'[M+Na]+', '[M+NH4]+', '[M-2H2O+H]+'}	328.2251	annotated	not interesting
8018	3493x	0.0003912827099918507	3.12	260.5914	{3493}	{nan}	0.0	non anotated	not interesting
11870	8326x	0.0018494533591570295	3.12	359.149	{8326}	{nan}	0.0	non anotated	specific non annotated
7802	3184x	0.000134859304445105	3.13	251.0914	{3184}	{nan}	0.0	non anotated	not interesting
9093	4856x	7.62214624905131e-05	3.13	291.1953	{4856}	{nan}	0.0	non anotated	not interesting
482	810.0	0.0001473816089627551	3.14	353.1728	{8106, 7212}	{'[M+Na]+', '[M+H]+'}	330.1826	non anotated	not interesting
3747	11985x	0.0006884153420524998	3.15	466.2952	{11985}	{nan}	0.0	non anotated	not interesting
4576	1322x	6.868638793342003e-05	3.15	195.1379	{1322}	{nan}	0.0	non anotated	not interesting
11408	7726x	0.00019275222840994008	3.17	343.1541	{7726}	{nan}	0.0	non anotated	not interesting
8883	4597x	0.00016915787644241167	3.18	287.1278	{4597}	{nan}	0.0	non anotated	not interesting
6228	15720x	7.871320761601542e-05	3.18	764.2758	{15720}	{nan}	0.0	non anotated	not interesting
489	819.0	0.00031127260019394616	3.18	375.2142	{6449, 8787, 7427}	{'[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	352.2246	non anotated	not interesting
492	822.0	9.108897063877907e-05	3.18	299.2007	{5299, 3878}	{'[M-CO2+K]+', '[M+Na]+'}	276.2132	annotated	not interesting
9342	5164x	8.505715214481347e-05	3.2	297.1849	{5164}	{nan}	0.0	non anotated	not interesting
504	846.0	0.00017028082280002408	3.2	351.2149	{8038}	{'[M+ACN+K]+'}	271.2254	non anotated	not interesting
9184	4965x	0.0001452586060890653	3.21	293.2112	{4965}	{nan}	0.0	annotated	not interesting
4347	12875x	9.442074371627285e-05	3.21	489.3209	{12875}	{nan}	0.0	non anotated	not interesting
9811	5729x	0.0002087321757482429	3.21	305.2476	{5729}	{nan}	0.0	annotated	not interesting
10083	6065x	0.00040980782250326416	3.21	311.2218	{6065}	{nan}	0.0	annotated	not interesting
8911	4631x	0.0004960991323888378	3.22	287.237	{4631}	{nan}	0.0	annotated	not interesting
13138	9921x	0.0004873391594127934	3.22	414.1471	{9921}	{nan}	0.0	non anotated	not interesting
7900	3314x	0.00042635475497713413	3.24	255.1015	{3314}	{nan}	0.0	annotated	not interesting
10260	6284x	0.00015369262720540193	3.24	315.1956	{6284}	{nan}	0.0	annotated	not interesting
10793	6932x	5.77617470494198e-05	3.24	325.6777	{6932}	{nan}	0.0	non anotated	not interesting
523	872.0	0.0007258520356269724	3.26	319.2272	{3849, 5194, 6620, 4246}	{'[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-CO2+NH4]+'}	296.236	annotated	not interesting
11232	7506x	0.0002177786173659471	3.26	337.2355	{7506}	{nan}	0.0	non anotated	not interesting
521	869.0	6.198729922669372e-05	3.26	317.2112	{6455}	{'[2M+HFA+K]+'}	116.1219	non anotated	not interesting
4355	12887x	9.686420754552214e-05	3.26	489.357	{12887}	{nan}	0.0	non anotated	not interesting
530	884.0	6.700418849069676e-05	3.27	331.1887	{3994, 7211}	{'[M+Na]+', '[M-2H2O+H]+'}	308.1991	non anotated	not interesting
10907	7078x	0.0006283478745905121	3.27	329.1735	{7078}	{nan}	0.0	non anotated	not interesting
529	883.0	0.00010708970264736801	3.27	309.2061	{5931}	{'[2M+H]+'}	154.1006	annotated	not interesting
11545	7897x	0.00015278147013083373	3.28	347.1835	{7897}	{nan}	0.0	non anotated	not interesting
4484	13103x	0.00015537279794181733	3.28	496.2329	{13103}	{nan}	0.0	non anotated	not interesting
10837	6988x	9.61917717871719e-05	3.29	327.1591	{6988}	{nan}	0.0	non anotated	not interesting
8710	4393x	4.140174646470124e-05	3.3	283.1332	{4393}	{nan}	0.0	non anotated	not interesting
10925	7097x	0.00014972628627805523	3.31	329.2113	{7097}	{nan}	0.0	non anotated	not interesting
546	912.0	0.0007462722469110011	3.32	337.2353	{7504, 5193, 4244, 6239}	{'[M-H2O+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	314.2458	annotated	not interesting
2778	10677x	4.1018682694679616e-05	3.33	435.1524	{10677}	{nan}	0.0	non anotated	not interesting
553	923.0	0.00017639973595243445	3.33	291.1954	{4858}	{'[2M-2H2O+2H]2+'}	308.1989	non anotated	not interesting
564	948.0	0.008921383357068356	3.36	659.4272	{7463, 7660, 5425, 15377, 6612, 8951}	{'[M+NH4]+', '[2M+Na]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M+ACN+Na]+'}	318.2194	annotated	not interesting
566	953.0	0.0002814713638613278	3.36	828.2678	{15842, 15796}	{'[M+Na]+', '[M+H]+'}	805.2789	non anotated	not interesting
7994	3444x	0.0003375511602716281	3.37	259.1237	{3444}	{nan}	0.0	non anotated	not interesting
8644	4300x	0.000697071984978015	3.37	281.117	{4300}	{nan}	0.0	non anotated	not interesting
12651	9324x	0.0008324454133622505	3.37	397.2402	{9324}	{nan}	0.0	non anotated	not interesting
7569	2872x	0.0002953285379908058	3.37	241.1316	{2872}	{nan}	0.0	non anotated	not interesting
6226	15718x	0.00014675260474425776	3.37	764.2761	{15718}	{nan}	0.0	non anotated	not interesting
568	957.0	8.099651082388141e-05	3.37	261.1456	{3511, 2826, 2271}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	238.1566	non anotated	not interesting
7779	3162x	0.00016764315053314932	3.37	249.6352	{3162}	{nan}	0.0	non anotated	not interesting
11981	8484x	0.0006699144209068705	3.37	364.2843	{8484}	{nan}	0.0	non anotated	not interesting
7362	2619x	0.0002735685001616121	3.37	232.6412	{2619}	{nan}	0.0	non anotated	not interesting
8815	4516x	0.000378426759841514	3.38	285.2211	{4516}	{nan}	0.0	annotated	not interesting
9685	5576x	0.0020403329002574343	3.38	303.232	{5576}	{nan}	0.0	annotated	not interesting
7554	2856x	0.0010753471660086026	3.38	240.63	{2856}	{nan}	0.0	non anotated	not interesting
6190	15660x	0.00042432985727829385	3.39	739.347	{15660}	{nan}	0.0	non anotated	not interesting
4612	13286x	4.06450217870075e-05	3.39	501.3207	{13286}	{nan}	0.0	non anotated	not interesting
581	974.0	0.00021375658079495437	3.4	349.1988	{7009, 5925, 4861, 7217, 7954, 7797, 7957, 7802, 7803, 7005, 4863}	{'[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[M-H2O+Na]+', '[M-2H2O+H]+'}	326.2096	non anotated	not interesting
2775	10674x	0.001374005270380324	3.41	435.1523	{10674}	{nan}	0.0	non anotated	not interesting
10856	7014x	0.0002332650263925225	3.41	327.2426	{7014}	{nan}	0.0	non anotated	not interesting
584	979.0	0.00018438433163599617	3.41	830.249	{15712, 15846}	{'[M+HFA+Na]+', '[M+H]+'}	761.2537	annotated	not interesting
11406	7723x	0.00013581426243718404	3.41	343.1539	{7723}	{nan}	0.0	non anotated	not interesting
8413	4002x	0.0002572603234536898	3.42	273.2211	{4002}	{nan}	0.0	annotated	not interesting
7911	3329x	0.00012886685050900724	3.42	255.2104	{3329}	{nan}	0.0	non anotated	not interesting
7506	2803x	0.0002824047601503273	3.42	238.6105	{2803}	{nan}	0.0	non anotated	not interesting
6790	1927x	0.00023680889688675445	3.42	212.128	{1927}	{nan}	0.0	non anotated	not interesting
6375	15919x	0.0004187952785281306	3.42	874.2754	{15919}	{nan}	0.0	non anotated	not interesting
7286	2527x	0.0008419327349658762	3.42	229.1222	{2527}	{nan}	0.0	non anotated	not interesting
13134	9918x	0.0004171154522890127	3.43	414.1465	{9918}	{nan}	0.0	non anotated	not interesting
593	995.0	0.0021195161782637177	3.43	335.2201	{6456, 6188, 7421, 7167}	{'[2M+2H]2+', '[M+NH4]+', '[M-H2O+Na]+', '[M+Na]+'}	312.231	non anotated	not interesting
7040	2227x	0.0003635541607887396	3.43	220.1169	{2227}	{nan}	0.0	non anotated	not interesting
8735	4423x	0.0003476538114649119	3.43	283.2059	{4423}	{nan}	0.0	annotated	not interesting
9262	5067x	0.0004281542557496765	3.43	295.2268	{5067}	{nan}	0.0	annotated	not interesting
10530	6614x	0.010072120120287558	3.43	319.2269	{6614}	{nan}	0.0	annotated	not interesting
8531	4155x	6.228435350475791e-05	3.44	277.2162	{4155}	{nan}	0.0	annotated	not interesting
11651	8030x	2.964232929862346e-05	3.45	351.1846	{8030}	{nan}	0.0	non anotated	not interesting
13082	9855x	0.00022864555495260606	3.45	413.1391	{9855}	{nan}	0.0	non anotated	not interesting
8914	4635x	6.583134744115442e-05	3.46	287.2371	{4635}	{nan}	0.0	annotated	not interesting
606	1017.0	0.000484497209817835	3.47	359.2196	{8336, 5422}	{'[M+Na]+', '[M-2H2O+H]+'}	336.2303	annotated	not interesting
4607	13280x	0.000109612693677759	3.47	501.3201	{13280}	{nan}	0.0	non anotated	not interesting
7615	2926x	0.00020353769238572615	3.47	243.1218	{2926}	{nan}	0.0	non anotated	not interesting
9453	5306x	0.00012385224258266357	3.47	299.2008	{5306}	{nan}	0.0	non anotated	not interesting
609	1020.0	8.372321650343665e-05	3.47	583.3668	{14751, 5937, 7279}	{'[M-H2O+NH4]+', '[2M-2H2O+H]+', '[M+Na]+'}	309.1867	non anotated	not interesting
613	1028.0	0.00043421746560294534	3.48	329.1729	{4730, 6851, 7077, 5815}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	306.1834	non anotated	not interesting
7257	2497x	0.0003512745546172204	3.48	228.1148	{2497}	{nan}	0.0	non anotated	not interesting
3366	11439x	6.749248470187966e-05	3.48	453.2633	{11439}	{nan}	0.0	non anotated	not interesting
11554	7905x	0.001780005096311317	3.48	347.2219	{7905}	{nan}	0.0	non anotated	specific non annotated
12093	8623x	0.0002458757595387084	3.48	369.2037	{8623}	{nan}	0.0	non anotated	not interesting
3981	12320x	3.912566430296687e-05	3.48	474.1576	{12320}	{nan}	0.0	non anotated	not interesting
616	1031.0	0.0005243669346950625	3.49	828.2686	{15795, 15844}	{'[M+Na]+', '[M+H]+'}	805.2791	non anotated	not interesting
4254	12725x	0.00012814845881116253	3.5	485.3261	{12725}	{nan}	0.0	non anotated	not interesting
11744	8173x	0.00020230093943199095	3.51	355.1883	{8173}	{nan}	0.0	non anotated	not interesting
6332	15865x	0.0003125993932580202	3.51	842.2858	{15865}	{nan}	0.0	non anotated	not interesting
11503	7842x	0.0002353616637397057	3.51	345.2059	{7842}	{nan}	0.0	non anotated	not interesting
4352	12880x	6.636772973345503e-05	3.52	489.3566	{12880}	{nan}	0.0	non anotated	not interesting
10401	6459x	0.002588647622008583	3.53	317.2113	{6459}	{nan}	0.0	non anotated	not interesting
629	1056.0	0.000378524903293841	3.53	344.1715	{6289, 3554, 7783}	{'[M+NH4]+', '[M+HFA+H]+', '[M-2H2O+H]+'}	297.1594	annotated	not interesting
6391	15938x	5.9933203468011384e-05	3.53	884.2969	{15938}	{nan}	0.0	non anotated	not interesting
628	1055.0	0.00015084374938701485	3.53	341.1729	{5416, 7652, 6597}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	318.1832	non anotated	not interesting
10926	7098x	0.00018766138131777257	3.54	329.2113	{7098}	{nan}	0.0	non anotated	not interesting
4316	12820x	0.00040244769515711514	3.55	487.3417	{12820}	{nan}	0.0	annotated	not interesting
11117	7350x	0.00013838488978833204	3.55	333.2423	{7350}	{nan}	0.0	non anotated	not interesting
10276	6302x	0.000284924470800896	3.55	315.2321	{6302}	{nan}	0.0	non anotated	not interesting
634	1067.0	0.0003871512878733873	3.55	351.2145	{7873, 8034, 4966, 7336, 8041, 6062, 7102}	{'[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[M-H2O+Na]+', '[M-2H2O+H]+'}	328.225	annotated	not interesting
11108	7332x	0.0003925399911567727	3.56	333.2041	{7332}	{nan}	0.0	non anotated	not interesting
10746	6871x	0.000137069962742285	3.56	324.6881	{6871}	{nan}	0.0	non anotated	not interesting
4892	13699x	9.408261387709626e-05	3.57	517.3153	{13699}	{nan}	0.0	non anotated	not interesting
3371	11444x	0.0001399614242543982	3.57	453.2636	{11444}	{nan}	0.0	non anotated	not interesting
10792	6931x	0.00030345178426726603	3.58	325.6777	{6931}	{nan}	0.0	non anotated	not interesting
649	1090.0	3.578063764888644e-05	3.58	509.3234	{13496, 12817, 11387, 13372}	{'[M+Na]+', '[M+NH4]+', '[M+H]+', '[M-2H2O+H]+'}	486.3347	annotated	not interesting
4348	12876x	0.0005965039606707516	3.58	489.3212	{12876}	{nan}	0.0	non anotated	not interesting
659	1104.0	0.0004636912572542332	3.59	310.2716	{6000, 4692}	{'[M+Na]+', '[M+H]+'}	287.2824	non anotated	not interesting
8819	4520x	0.00539961236447486	3.61	285.2213	{4520}	{nan}	0.0	non anotated	not interesting
7644	2970x	8.152300795761594e-05	3.62	244.2635	{2970}	{nan}	0.0	non anotated	not interesting
6297	15816x	0.00042211223248020765	3.62	816.2707	{15816}	{nan}	0.0	non anotated	not interesting
7041	2228x	5.240881406876429e-05	3.63	220.1171	{2228}	{nan}	0.0	non anotated	not interesting
12295	8874x	0.00022731842504672992	3.63	379.2302	{8874}	{nan}	0.0	non anotated	not interesting
9610	5501x	0.000400742758892753	3.63	302.2201	{5501}	{nan}	0.0	non anotated	not interesting
11407	7724x	0.0005008165444104506	3.63	343.1542	{7724}	{nan}	0.0	non anotated	not interesting
8415	4004x	0.00016517999485559672	3.64	273.2214	{4004}	{nan}	0.0	annotated	not interesting
7316	2563x	0.00028120841672959584	3.64	230.1303	{2563}	{nan}	0.0	non anotated	not interesting
4657	13348x	6.659594005434965e-05	3.64	503.3365	{13348}	{nan}	0.0	annotated	not interesting
7593	2902x	0.0004160369460827855	3.64	241.6383	{2902}	{nan}	0.0	non anotated	not interesting
681	1135.0	0.0004196225313720042	3.64	473.362	{3408, 12294}	{'[2M-CO2+K]+', '[M+NH4]+'}	239.1935	annotated	not interesting
683	1138.0	0.0004017934565115716	3.65	333.2039	{4963, 7331, 6063}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	310.2145	annotated	not interesting
8907	4626x	0.00016216086838662948	3.65	287.2374	{4626}	{nan}	0.0	annotated	not interesting
684	1140.0	0.00016402555570336566	3.65	457.277	{11417, 11657, 10007}	{'[M+NH4]+', '[M-H2O+H]+', '[M+Na]+'}	434.288	non anotated	not interesting
13140	9923x	0.00017769342856783463	3.65	414.1473	{9923}	{nan}	0.0	non anotated	not interesting
9690	5581x	0.009620226747150422	3.66	303.2321	{5581}	{nan}	0.0	annotated	not interesting
7288	2529x	0.0002307667473016098	3.66	229.1226	{2529}	{nan}	0.0	non anotated	not interesting
694	1161.0	9.070181692028586e-05	3.66	356.2799	{6310, 5195, 7285, 7511, 8223}	{'[M+ACN+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+'}	314.246	non anotated	not interesting
