id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
261_Celastraceae_pos_sirius_red_262	C8H14O3	[M - H2O + H]+	C8H12O2	Fatty acids	0.6182481050491333	Fatty esters	0.6123433709144592	Lactones	0.7587094306945801	Gamma butyrolactones	0.5247367024421692			Gamma butyrolactones	0.5247367024421692	Lactones	0.7599304914474487	Organoheterocyclic compounds	0.8713578581809998	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
91_Celastraceae_pos_sirius_red_92	C9H12	[M + H]+	C9H12	Terpenoids	0.9536263942718506	Monoterpenoids	0.9186232089996338	Menthane monoterpenoids	0.32129496335983276	Polycyclic hydrocarbons	0.6950538754463196					Polycyclic hydrocarbons	0.6950538754463196	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
177_Celastraceae_pos_sirius_red_178	C9H11N	[M + H]+	C9H11N	Alkaloids	0.9687336087226868	Tyrosine alkaloids	0.19681479036808014	Isoquinoline alkaloids	0.5993140935897827	Aralkylamines	0.9782143831253052	Aralkylamines	0.9782143831253052	Amines	0.9930726885795593	Organonitrogen compounds	0.9999278783798218	Organic nitrogen compounds	0.9999916553497314	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Monoalkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
3_Celastraceae_pos_sirius_red_4	C7H4O	[M + H]+	C7H4O	Shikimates and Phenylpropanoids	0.8668761849403381	Phenolic acids (C6-C1)	0.6314780712127686	Chalcones	0.25048232078552246	Benzoyl derivatives	0.8663427233695984			Benzoyl derivatives	0.8663427233695984	Benzene and substituted derivatives	0.9555155038833618	Benzenoids	0.9978923201560974	Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
350_Celastraceae_pos_sirius_red_351	C8H4O3	[M + H]+	C8H4O3	Polyketides	0.9670543074607849	Cyclic polyketides	0.3531855344772339	Anthraquinones and anthrones	0.006860693451017141	Phthalic anhydrides	0.9996564388275146	Phthalic anhydrides	0.9996564388275146	Benzofuranones	0.9259461164474487	Benzofurans	0.9930642247200012	Organoheterocyclic compounds	0.9999929666519165	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Benzofurans; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Phthalic anhydrides; Carboxylic acid anhydrides; Benzofuranones; Benzenoids; Isobenzofuranones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Isocoumarans; Organic oxygen compounds; Chemical entities
435_Celastraceae_pos_sirius_red_437	C10H18O2	[M - H2O + H]+	C10H16O	Terpenoids	0.958209753036499	Monoterpenoids	0.9430829882621765	Menthane monoterpenoids	0.5488923788070679	Lipids and lipid-like molecules	0.7971231937408447							Lipids and lipid-like molecules	0.7971231937408447	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
435_Celastraceae_pos_sirius_red_437	C10H16O	[M + H]+	C10H16O	Terpenoids	0.958209753036499	Monoterpenoids	0.9430829882621765	Menthane monoterpenoids	0.5488923788070679	Monoterpenoids	0.7926824688911438			Monoterpenoids	0.7926824688911438	Prenol lipids	0.8146630525588989	Lipids and lipid-like molecules	0.7971231937408447	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Monoterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
92_Celastraceae_pos_sirius_red_93	C9H12	[M + H]+	C9H12	Terpenoids	0.9404005408287048	Monoterpenoids	0.8269950747489929	Menthane monoterpenoids	0.24386486411094666	Polycyclic hydrocarbons	0.6126217842102051					Polycyclic hydrocarbons	0.6126217842102051	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
178_Celastraceae_pos_sirius_red_179	C9H11N	[M + H]+	C9H11N	Alkaloids	0.9701722860336304	Lysine alkaloids	0.19328296184539795	Isoquinoline alkaloids	0.568307638168335	Aralkylamines	0.9775372743606567	Aralkylamines	0.9775372743606567	Amines	0.992586076259613	Organonitrogen compounds	0.9998984336853027	Organic nitrogen compounds	0.9999862909317017	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Monoalkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
262_Celastraceae_pos_sirius_red_263	C8H12O2	[M + H]+	C8H12O2	Fatty acids	0.8096545934677124	Fatty acyls	0.7946161031723022	Fatty aldehydes	0.8035640120506287	Medium-chain aldehydes	0.7467207312583923	Aldehydes	0.6402059197425842	Carbonyl compounds	0.9961540102958679	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Ketones; Aldehydes; Organooxygen compounds; Carbonyl compounds; Medium-chain aldehydes; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
6_Celastraceae_pos_sirius_red_7	C7H4O	[M + H]+	C7H4O	Shikimates and Phenylpropanoids	0.8707228899002075	Phenolic acids (C6-C1)	0.6906222105026245	Shikimic acids and derivatives	0.20667684078216553	Benzaldehydes	0.5166762471199036	Aldehydes	0.8324978351593018	Carbonyl compounds	0.9550955295562744	Organooxygen compounds	0.999993085861206	Organic oxygen compounds	0.999995231628418	Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
93_Celastraceae_pos_sirius_red_94	C9H12	[M + H]+	C9H12	Terpenoids	0.9625357985496521	Monoterpenoids	0.9314485788345337	Menthane monoterpenoids	0.2749403119087219	Polycyclic hydrocarbons	0.7311604022979736					Polycyclic hydrocarbons	0.7311604022979736	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
609_Celastraceae_pos_sirius_red_611	C11H20O3	[M - H4O2 + H]+	C11H16O	Fatty acids	0.6922348141670227	Fatty Acids and Conjugates	0.42347878217697144	Hydroxy fatty acids	0.18648242950439453	Cyclohexanols	0.8322963118553162	Secondary alcohols	0.7592947483062744	Alcohols and polyols	0.9293465614318848	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Cyclohexanols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
609_Celastraceae_pos_sirius_red_611	C11H18O2	[M - H2O + H]+	C11H16O	Fatty acids	0.6922348141670227	Fatty Acids and Conjugates	0.42347878217697144	Hydroxy fatty acids	0.18648242950439453	Straight chain fatty acids	0.03586139157414436	Straight chain fatty acids	0.03586139157414436	Fatty acids and conjugates	0.3096695840358734	Fatty Acyls	0.5512343049049377	Lipids and lipid-like molecules	0.6814361810684204	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities
609_Celastraceae_pos_sirius_red_611	C11H16O	[M + H]+	C11H16O	Fatty acids	0.6922348141670227	Fatty Acids and Conjugates	0.42347878217697144	Hydroxy fatty acids	0.18648242950439453	Aldehydes	0.009639822877943516	Aldehydes	0.009639822877943516	Carbonyl compounds	0.92353755235672	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
697_Celastraceae_pos_sirius_red_699	C10H21NO	[M + H]+	C10H21NO	Fatty acids	0.5837242603302002	Fatty amides	0.8337585926055908	N-acyl amines	0.4202054738998413	N-acyl amines	0.9003106951713562	N-acyl amines	0.9003106951713562	Fatty amides	0.9734588265419006	Fatty Acyls	0.959967315196991	Lipids and lipid-like molecules	0.9498357176780701	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
351_Celastraceae_pos_sirius_red_352	C5H7N2P	[M + Na]+	C5H7N2P	Alkaloids	0.9572092890739441	Nicotinic acid alkaloids	0.5995480418205261	Pyridine alkaloids	0.6037226319313049	Diazines	0.5199087262153625					Diazines	0.5199087262153625	Organoheterocyclic compounds	0.968315601348877	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
181_Celastraceae_pos_sirius_red_182	C6H6N4	[M + H]+	C6H6N4	Alkaloids	0.9958091974258423	Pseudoalkaloids	0.40134766697883606	Pyridine alkaloids	0.22478200495243073	Diazines	0.534045934677124					Diazines	0.534045934677124	Organoheterocyclic compounds	0.9997811913490295	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
94_Celastraceae_pos_sirius_red_95	C9H12	[M + H]+	C9H12	Terpenoids	0.8991989493370056	Monoterpenoids	0.8773396015167236	Menthane monoterpenoids	0.36814484000205994	Cyclic olefins	0.910987138748169	Cyclic olefins	0.910987138748169	Olefins	0.9639247059822083	Unsaturated hydrocarbons	0.9999902248382568	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities
352_Celastraceae_pos_sirius_red_353	C8H4O3	[M + H]+	C8H4O3	Polyketides	0.9746435880661011	Cyclic polyketides	0.2666274309158325	Anthraquinones and anthrones	0.004657043609768152	Phthalic anhydrides	0.9998389482498169	Phthalic anhydrides	0.9998389482498169	Benzofuranones	0.9427254796028137	Benzofurans	0.9899356961250305	Organoheterocyclic compounds	0.9999892711639404	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Benzofurans; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Phthalic anhydrides; Carboxylic acid anhydrides; Benzofuranones; Benzenoids; Isobenzofuranones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Isocoumarans; Organic oxygen compounds; Chemical entities
699_Celastraceae_pos_sirius_red_702	C7H12N2OS	[M + H]+	C7H12N2OS	Alkaloids	0.27362319827079773	Small peptides	0.41924217343330383	Aminoacids	0.4865724444389343	Azacyclic compounds	0.872859537601471					Azacyclic compounds	0.872859537601471	Organoheterocyclic compounds	0.7952701449394226	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
183_Celastraceae_pos_sirius_red_184	C10H14	[M + H]+	C10H14	Terpenoids	0.9940130114555359	Monoterpenoids	0.9143641591072083	Pinane monoterpenoids	0.24683423340320587	Prenol lipids	0.5237299799919128					Prenol lipids	0.5237299799919128	Lipids and lipid-like molecules	0.46576789021492004	Organic compounds; Prenol lipids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
11_Celastraceae_pos_sirius_red_12	C7H4O	[M + H]+	C7H4O	Shikimates and Phenylpropanoids	0.9207512140274048	Phenolic acids (C6-C1)	0.5838886499404907	Chalcones	0.3733249306678772	Benzoyl derivatives	0.9354966878890991			Benzoyl derivatives	0.9354966878890991	Benzene and substituted derivatives	0.9931623935699463	Benzenoids	0.99967360496521	Organic compounds; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
95_Celastraceae_pos_sirius_red_96	C7H6O2	[M + H]+	C7H6O2	Polyketides	0.7559943199157715	Aromatic polyketides	0.5694747567176819	Benzoquinones	0.6677688360214233	P-benzoquinones	0.9780383110046387	Ketones	0.9460423588752747	Carbonyl compounds	0.9940469264984131	Organooxygen compounds	0.9999986886978149	Organic oxygen compounds	1.0	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Benzoquinones; P-benzoquinones; Quinones; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
95_Celastraceae_pos_sirius_red_96	C7H8O3	[M - H2O + H]+	C7H6O2	Polyketides	0.7559943199157715	Aromatic polyketides	0.5694747567176819	Benzoquinones	0.6677688360214233	Monocarboxylic acids and derivatives	0.007322810124605894			Monocarboxylic acids and derivatives	0.007322810124605894	Carboxylic acids and derivatives	0.009686742909252644	Organic acids and derivatives	0.07221141457557678	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
263_Celastraceae_pos_sirius_red_264	C8H12O2	[M + H]+	C8H12O2	Fatty acids	0.810620903968811	Fatty acyls	0.8037933111190796	Fatty aldehydes	0.8306142687797546	Medium-chain aldehydes	0.7497045397758484	Aldehydes	0.8681101202964783	Carbonyl compounds	0.997047483921051	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Ketones; Aldehydes; Organooxygen compounds; Carbonyl compounds; Medium-chain aldehydes; Alpha,beta-unsaturated aldehydes; Enals; Alpha,beta-unsaturated carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
263_Celastraceae_pos_sirius_red_264	C8H14O3	[M - H2O + H]+	C8H12O2	Fatty acids	0.810620903968811	Fatty acyls	0.8037933111190796	Fatty aldehydes	0.8306142687797546	Carboxylic acid esters	6.939288141438738E-5	Carboxylic acid esters	6.939288141438738E-5	Carboxylic acid derivatives	0.002635470125824213	Carboxylic acids and derivatives	0.0027424595318734646	Organic acids and derivatives	0.002715030685067177	Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
436_Celastraceae_pos_sirius_red_438	C10H18O2	[M - H2O + H]+	C10H16O	Terpenoids	0.9847543239593506	Monoterpenoids	0.9737444519996643	Fenchane monoterpenoids	0.1627693772315979	Monoterpenoids	0.8933801054954529			Monoterpenoids	0.8933801054954529	Prenol lipids	0.927756667137146	Lipids and lipid-like molecules	0.9398858547210693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Monoterpenoids; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
436_Celastraceae_pos_sirius_red_438	C10H16O	[M + H]+	C10H16O	Terpenoids	0.9847543239593506	Monoterpenoids	0.9737444519996643	Fenchane monoterpenoids	0.1627693772315979	Bicyclic monoterpenoids	0.5877739191055298	Bicyclic monoterpenoids	0.5877739191055298	Monoterpenoids	0.8933801054954529	Prenol lipids	0.927756667137146	Lipids and lipid-like molecules	0.9398858547210693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
353_Celastraceae_pos_sirius_red_354	C9H8O2	[M + H]+	C9H8O2	Polyketides	0.7672438025474548	Cyclic polyketides	0.5658814311027527	Phthalide derivatives	0.3089233338832855	Pyrans	0.5062689781188965					Pyrans	0.5062689781188965	Organoheterocyclic compounds	0.9308068156242371	Organic compounds; Organoheterocyclic compounds; Pyrans; Organooxygen compounds; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
184_Celastraceae_pos_sirius_red_185	C10H14	[M + H]+	C10H14	Terpenoids	0.992957353591919	Monoterpenoids	0.8874794244766235	Pinane monoterpenoids	0.3234740197658539	Polycyclic hydrocarbons	0.9892752766609192					Polycyclic hydrocarbons	0.9892752766609192	Hydrocarbons	1.0	Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities
700_Celastraceae_pos_sirius_red_703	C6H10N3O3	[M + H]+	C6H10N3O3	Alkaloids	0.8768783807754517	Small peptides	0.43292614817619324	Piperidine alkaloids	0.16482795774936676	1,2,5-trisubstituted imidazoles	0.6003345847129822	Substituted imidazoles	0.760066568851471	Imidazoles	0.8756977915763855	Azoles	0.9068282842636108	Organoheterocyclic compounds	0.9767781496047974	Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Alkanolamines; 1,2,5-trisubstituted imidazoles; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
12_Celastraceae_pos_sirius_red_13	C7H4O	[M + H]+	C7H4O	Shikimates and Phenylpropanoids	0.9083017110824585	Phenolic acids (C6-C1)	0.6443060040473938	Simple phenolic acids	0.11069558560848236	Benzoyl derivatives	0.8031820058822632			Benzoyl derivatives	0.8031820058822632	Benzene and substituted derivatives	0.9730805158615112	Benzenoids	0.9978783130645752	Organic compounds; Benzoyl derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
265_Celastraceae_pos_sirius_red_266	C6H12N4	[M + H]+	C6H12N4	Alkaloids	0.8847067356109619	Ornithine alkaloids	0.6880570650100708	Piperidine alkaloids	0.31486135721206665	Diazinanes	0.6711099743843079					Diazinanes	0.6711099743843079	Organoheterocyclic compounds	0.8601373434066772	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Nitriles; Diazinanes; Carboximidamides; Azacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
96_Celastraceae_pos_sirius_red_97	C7H6O2	[M + H]+	C7H6O2	Polyketides	0.7968233227729797	Aromatic polyketides	0.3241993486881256	Benzoquinones	0.5878104567527771	P-benzoquinones	0.8780882358551025	Ketones	0.8006436228752136	Carbonyl compounds	0.9746931791305542	Organooxygen compounds	0.9999966621398926	Organic oxygen compounds	1.0	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Benzoquinones; P-benzoquinones; Quinones; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
